Value 1,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10
1,22,3,338,71,2,3,1,92,2
1,2,5,306,44,1,5,1,6,2
2,97,1,409,10,2,3,1,83,7
2,77,5,757,121,1,2,2,31,3
2,93,3,809,54,1,5,1,7,8
1,97,2,14,50,2,4,2,12,2
1,19,7,143,96,2,4,2,48,0
2,87,0,214,128,1,4,2,56,9
2,1,2,753,64,2,5,2,101,4
1,30,10,384,77,2,4,2,73,3
1,85,1,964,115,1,2,2,103,2
1,86,0,204,53,2,0,1,50,7
1,76,1,406,55,1,4,1,23,6
2,86,6,768,24,1,4,1,33,8
2,60,4,423,77,2,4,1,47,7
1,87,8,553,92,1,0,2,45,4
2,19,7,365,114,1,1,2,71,8
2,47,7,636,117,2,5,2,99,9
2,84,2,661,35,1,4,2,85,0
1,7,9,896,170,1,4,1,82,6
2,16,5,306,92,1,2,1,47,1
2,96,3,86,151,2,2,2,63,8
2,18,0,420,118,2,2,1,27,2
1,41,7,621,105,1,3,1,29,3
2,81,9,269,40,1,3,1,24,0
2,9,3,929,126,1,2,2,47,6
1,43,2,263,85,2,1,2,103,6
1,11,3,224,54,2,4,2,14,4
2,55,7,308,69,2,5,1,100,2
1,20,2,66,143,2,0,2,32,7
2,69,7,87,128,1,4,2,58,8
2,71,9,756,158,2,1,1,48,5
1,62,4,914,72,2,0,2,13,7
1,51,5,656,114,2,0,2,103,2
2,44,7,426,146,1,5,1,75,8
1,52,2,348,112,2,4,1,59,2
2,39,6,730,35,1,4,2,67,3
2,11,2,41,137,1,2,1,67,5
1,64,5,889,29,2,2,1,67,1
1,78,5,561,178,2,5,1,19,3
2,15,0,86,123,2,1,2,105,4
2,60,1,499,21,1,4,2,19,9
2,91,8,209,134,1,4,2,54,7
2,61,0,143,173,1,1,2,22,0
2,47,5,304,171,2,2,1,7,3
2,52,6,481,100,1,2,2,2,2
2,27,2,906,38,2,4,1,37,9
2,85,1,578,133,2,0,1,76,5
1,50,8,849,44,2,5,1,93,4
1,38,2,270,55,2,3,2,51,5
1,34,2,174,153,2,0,1,75,1
2,49,10,842,76,1,1,2,58,4
2,97,2,315,85,2,5,2,72,7
1,65,4,75,131,2,0,1,6,3
2,26,4,468,93,2,4,1,6,10
2,52,10,755,50,2,4,2,84,4
2,22,7,482,54,2,3,2,63,5
1,24,8,226,140,2,5,2,70,7
2,19,9,569,34,1,0,2,83,2
1,66,8,691,177,1,3,2,28,0
1,19,8,850,57,1,3,2,91,5
1,29,6,652,141,2,0,1,30,8
1,67,7,122,52,2,3,2,22,8
2,38,4,244,181,1,5,2,68,6
1,87,4,559,89,1,2,2,99,4
2,76,3,779,113,2,4,2,20,5
1,63,5,682,192,2,1,1,40,10
2,46,9,936,12,2,2,1,42,10
1,71,5,393,79,1,0,2,36,2
1,31,4,383,199,1,4,1,24,9
2,7,0,202,166,2,1,2,105,7
1,19,5,503,48,2,0,2,69,0
1,59,0,72,19,1,5,1,1,5
1,15,4,396,163,1,4,2,67,3
2,74,7,763,176,2,1,1,56,10
1,81,7,404,9,2,4,2,87,0
2,91,10,26,127,2,3,1,37,0
1,100,1,84,19,2,4,2,23,8
1,1,7,785,108,1,0,1,32,2
2,37,6,218,137,2,2,1,80,2
1,80,7,894,145,2,2,2,37,6
2,99,5,602,104,1,2,1,44,6
2,12,0,646,186,1,0,2,42,2
2,38,9,938,122,1,4,2,10,8
1,99,1,715,58,1,5,2,49,5
1,15,9,466,67,1,1,2,88,3
2,58,2,777,135,1,2,2,19,4
2,44,7,774,170,2,0,2,16,9
2,95,2,119,86,1,0,2,18,7
1,39,9,508,118,1,3,2,56,0
2,57,2,518,157,2,1,2,16,3
1,100,9,98,139,2,5,1,32,3
1,98,7,568,54,2,0,2,52,3
2,16,7,489,99,2,1,1,48,6
1,99,1,883,95,1,0,2,105,0
2,46,2,529,96,2,1,1,104,2
1,7,5,583,169,1,5,1,36,6
1,42,0,770,191,2,0,1,9,4
1,35,0,717,181,2,2,2,65,3
2,75,8,297,119,2,4,2,81,4
2,52,7,31,113,1,1,1,30,0
2,10,4,180,43,2,5,2,83,6
1,7,2,137,119,1,4,1,4,6
2,22,0,727,19,1,2,1,86,4
1,64,7,175,90,1,3,2,40,8
1,93,0,476,25,2,0,2,5,0
2,74,6,598,27,2,2,2,10,0
1,29,10,89,103,1,2,1,9,2
2,87,7,95,99,1,2,1,94,3
1,22,9,656,33,1,1,2,4,4
1,48,0,313,32,2,3,2,32,3
1,12,10,112,191,2,5,2,21,1
1,73,4,342,64,1,2,2,100,9
1,96,1,60,84,2,0,1,52,8
1,74,0,887,151,2,0,2,93,9
1,84,5,168,18,2,3,1,62,6
2,60,8,761,29,2,1,2,20,2
1,61,1,417,173,2,0,2,100,0
1,67,10,265,44,1,4,2,81,10
2,8,1,689,30,2,2,1,2,1
1,41,5,896,28,1,0,2,33,7
1,12,5,136,152,2,3,1,78,4
2,85,0,213,163,1,5,2,48,3
2,3,10,957,150,1,3,2,46,8
2,68,7,107,137,2,0,1,41,6
2,19,1,164,47,1,2,2,72,9
1,44,6,611,92,1,2,1,55,10
1,67,8,135,29,2,4,2,92,3
1,99,9,240,61,2,3,2,51,1
1,40,9,974,0,1,1,1,59,10
1,81,0,389,41,2,4,1,71,6
2,34,0,411,151,1,0,2,94,5
1,10,10,84,161,1,4,1,45,6
1,59,9,228,145,2,2,2,97,3
2,61,5,566,192,1,5,1,3,1
1,17,0,221,196,1,0,1,99,1
1,26,1,592,45,1,4,1,99,0
2,21,1,575,47,1,0,2,94,5
1,13,0,776,45,2,1,1,90,0
2,69,10,731,195,1,0,2,81,0
1,79,1,828,74,1,2,1,67,10
1,61,2,513,182,2,3,2,41,4
2,16,7,80,170,1,2,2,18,3
2,31,3,895,101,1,2,1,95,1
1,92,5,987,163,1,0,2,87,9
1,42,5,902,195,1,5,2,70,5
2,15,9,373,113,2,2,1,10,10
2,49,10,949,42,1,1,2,30,0
1,31,0,737,104,1,0,2,26,0
1,24,5,291,191,2,3,1,78,6
1,79,5,360,155,2,3,2,73,5
2,71,1,73,94,2,2,1,6,8
2,76,0,214,72,1,1,1,27,8
1,70,3,835,188,2,3,2,47,1
2,50,2,718,25,1,3,2,47,7
1,1,5,458,79,1,5,2,66,3
2,74,3,308,38,2,0,1,47,7
2,57,1,530,108,2,0,2,23,0
1,65,3,395,161,1,0,2,22,4
1,39,4,673,159,1,0,2,56,4
2,82,1,928,144,1,3,1,93,1
2,53,4,822,70,2,2,2,103,10
2,86,0,933,47,1,4,1,63,1
2,93,2,224,13,1,2,2,33,2
2,32,6,325,176,1,3,1,44,3
1,16,8,250,43,1,2,2,82,7
1,10,2,440,119,1,0,1,83,7
2,73,10,719,81,1,1,2,54,2
1,0,3,734,199,2,1,2,90,7
1,51,4,41,38,2,1,2,83,0
2,64,8,187,18,1,5,1,79,0
1,7,8,38,62,1,4,1,93,1
2,80,1,515,199,2,4,1,62,7
2,83,2,485,75,2,5,2,89,0
1,28,9,566,172,2,5,1,94,4
1,77,7,599,94,2,1,2,5,3
2,77,10,277,184,1,4,2,20,1
2,44,1,522,129,1,5,1,20,5
2,97,2,642,173,1,2,2,0,3
2,31,9,854,136,2,1,2,26,0
1,70,4,928,123,1,2,2,91,1
1,65,10,923,140,2,3,1,100,8
1,28,6,468,114,2,4,1,51,2
2,10,0,121,135,2,0,1,7,5
1,77,6,70,122,2,1,2,92,6
2,42,0,978,151,1,5,1,43,5
2,98,5,933,5,2,2,1,74,8
1,53,6,744,6,1,5,1,99,6
1,100,7,16,153,2,1,2,57,9
1,20,4,5,124,2,1,1,35,10
2,41,6,322,37,2,2,1,58,2
1,99,1,85,10,1,0,1,30,10
1,11,8,321,187,1,3,2,81,5
2,42,10,41,21,1,1,2,17,2
2,86,4,429,192,2,0,1,69,8
2,6,6,583,67,1,5,1,55,0
2,64,9,232,136,1,3,1,62,0
2,0,9,530,87,2,1,1,53,9
1,11,8,479,53,2,3,2,104,0
2,99,1,412,69,2,3,2,100,3
2,88,7,773,106,2,2,2,35,7
1,90,8,305,170,2,3,1,62,1
1,64,4,551,107,1,1,1,35,1
1,16,4,301,190,2,5,2,37,10
2,50,8,382,84,2,3,1,47,3
1,20,10,437,1,2,0,2,39,7
1,62,4,933,135,2,1,2,81,3
2,3,6,377,148,2,3,1,102,5
1,46,3,736,26,2,5,1,95,7
2,49,2,743,99,2,0,2,88,10
1,78,0,782,88,1,1,1,65,4
1,57,1,820,19,2,4,1,31,5
2,80,4,458,35,2,3,1,5,0
1,61,7,450,187,1,5,1,36,3
1,12,1,790,94,1,1,1,40,5
1,38,4,980,131,2,5,2,68,1
2,77,1,545,175,1,3,1,94,0
1,25,1,484,19,2,5,2,67,8
1,52,0,782,156,1,2,2,53,8
1,31,2,580,8,2,2,2,8,9
1,0,2,795,77,1,5,2,48,7
1,90,8,493,196,1,3,2,87,3
1,85,5,784,150,1,1,2,59,1
2,85,5,59,116,1,2,2,0,2
2,51,7,238,144,1,3,1,83,10
1,82,6,620,98,1,3,1,94,5
1,75,9,70,129,2,1,2,91,6
2,0,6,201,13,2,1,1,17,0
2,41,9,636,7,2,0,1,19,4
1,46,2,819,132,1,0,2,98,6
2,62,6,632,181,2,4,1,96,1
2,43,2,981,108,1,5,1,94,2
2,55,5,244,90,2,5,2,54,2
2,85,6,340,80,1,5,2,37,2
1,13,8,822,25,1,0,1,41,10
1,5,7,345,39,2,4,1,74,8
1,66,6,1000,109,2,0,2,9,3
1,97,6,673,176,1,3,1,13,6
2,81,4,495,57,2,4,1,77,0
2,2,2,797,57,2,1,2,62,3
1,83,1,376,25,2,4,1,54,8
1,51,7,381,35,1,5,1,6,8
1,23,2,283,62,2,5,1,2,0
1,65,0,907,86,2,5,2,53,5
1,66,8,646,148,2,1,2,25,9
1,66,0,204,193,1,2,2,105,7
2,52,1,572,161,2,4,1,45,1
1,81,7,293,10,2,3,1,1,7
1,91,5,893,101,1,1,2,90,0
2,21,8,890,152,1,4,1,86,3
2,95,1,734,183,1,2,2,88,6
2,97,4,838,146,1,2,1,93,10
2,55,2,623,80,1,1,1,65,1
2,40,3,305,127,1,2,1,30,1
2,12,0,714,22,2,0,2,10,2
1,45,0,382,98,2,3,1,100,2
2,87,7,819,141,1,4,2,26,2
2,51,1,341,24,1,1,1,30,6
2,42,1,948,116,1,1,2,42,10
1,92,9,844,177,2,2,1,32,1
2,17,10,309,46,2,2,2,104,3
2,4,8,251,68,1,3,1,11,3
2,17,1,106,5,1,3,2,73,10
2,73,2,813,1,2,5,2,100,9
1,44,7,423,55,2,0,2,9,6
2,45,7,796,200,1,0,2,0,0
1,18,1,765,126,2,0,1,12,9
1,35,7,473,113,2,2,2,68,8
1,0,6,284,27,2,3,2,97,1
2,91,2,874,75,2,1,2,52,7
2,28,0,266,130,2,4,1,35,7
2,6,6,9,37,2,5,1,74,5
1,66,6,637,109,2,5,1,78,4
1,98,3,261,115,2,1,1,29,9
2,60,9,370,115,1,4,2,98,4
1,3,9,909,89,2,2,1,27,6
1,82,5,764,61,1,0,1,14,2
1,67,7,278,72,1,5,2,91,7
1,34,0,407,3,1,5,2,12,7
2,94,3,316,21,2,0,2,90,0
2,81,0,901,15,1,0,2,7,2
2,89,9,272,157,1,1,1,105,9
1,3,4,2,138,2,1,1,7,5
2,89,10,644,21,2,3,1,19,5
2,65,3,609,173,2,5,1,49,4
2,89,7,652,20,2,0,1,77,4
1,76,8,479,32,2,5,1,94,6
1,70,1,110,30,2,3,1,100,1
2,11,4,366,61,1,3,2,83,10
1,4,1,878,176,1,0,1,33,3
1,16,7,921,99,1,2,1,0,10
1,84,5,895,136,1,0,2,65,1
1,74,8,832,192,2,3,2,2,10
1,61,6,679,128,1,0,1,59,4
2,64,7,179,25,1,2,1,4,2
1,31,8,949,160,2,4,2,61,4
2,39,2,332,61,1,2,2,64,3
1,49,8,728,165,1,3,1,44,9
2,10,0,420,59,1,0,2,93,9
1,38,0,921,125,1,1,1,34,8
1,97,3,18,37,1,4,2,97,9
2,40,4,969,71,2,3,2,45,10
2,43,9,639,115,1,5,2,46,4
2,41,0,82,61,1,1,2,105,2
2,66,5,171,13,2,2,2,103,0
2,66,5,911,179,2,1,1,90,1
1,33,0,575,166,1,3,2,4,6
2,78,0,894,135,1,0,2,51,8
2,99,7,729,111,1,0,2,56,10
1,6,1,174,189,1,1,2,94,7
2,88,2,731,58,1,4,1,64,9
2,52,8,518,28,2,3,1,63,8
2,43,0,999,158,1,3,2,23,9
1,60,4,81,78,1,4,2,104,10
1,42,4,448,58,2,5,1,13,4
1,50,5,349,8,2,4,1,36,4
2,42,6,221,14,2,2,2,42,8
2,69,10,711,5,1,5,1,24,0
1,49,6,703,41,2,4,2,41,9
2,1,3,784,20,2,2,2,15,7
1,22,3,882,59,1,2,2,91,1
1,59,9,485,72,1,5,2,38,5
2,80,2,412,180,1,3,1,28,9
1,10,1,613,70,1,4,2,98,6
1,9,10,445,119,2,5,1,92,5
1,77,10,240,53,2,0,2,92,3
2,100,2,714,117,1,0,2,38,2
2,49,4,947,139,2,1,1,37,2
1,6,8,771,147,2,3,1,83,2
2,95,7,249,170,1,0,1,7,4
1,27,6,117,140,1,4,1,18,10
2,76,0,671,57,2,1,1,97,4
1,22,7,673,30,1,4,2,32,2
2,80,9,603,152,2,5,1,91,6
1,6,1,99,171,1,0,2,18,4
2,85,4,173,54,2,3,1,98,5
1,97,0,495,181,2,3,2,56,8
2,52,6,201,149,2,0,2,95,6
2,7,6,98,51,2,5,1,80,2
1,11,7,612,152,2,1,1,9,3
2,74,0,39,87,2,0,1,3,3
2,71,6,921,190,1,5,2,93,0
2,80,3,443,68,2,3,1,23,10
1,62,1,685,27,2,0,1,74,7
1,57,8,254,77,2,5,1,61,6
2,5,0,767,123,1,4,2,52,7
1,2,6,917,78,2,5,1,42,7
2,41,5,845,30,2,0,2,58,6
2,21,2,37,57,1,0,2,42,9
2,64,1,776,181,1,3,1,90,3
2,42,0,932,184,2,3,1,86,1
1,15,9,579,28,2,5,1,75,0
2,43,9,571,6,2,5,1,37,3
2,66,5,297,134,1,1,2,60,1
1,1,1,555,14,1,0,1,88,3
1,20,5,327,111,1,0,2,97,6
1,52,0,477,48,1,1,1,70,5
2,23,10,786,45,2,5,2,36,8
1,44,9,687,161,1,3,2,90,0
2,83,0,596,77,1,2,1,4,5
1,80,2,57,46,2,0,1,48,1
2,6,6,815,112,2,4,2,91,7
1,70,2,935,23,2,0,2,40,1
1,67,10,465,28,1,5,2,5,2
2,4,6,887,162,1,0,2,79,6
2,76,1,628,68,2,2,1,84,0
1,71,7,959,149,2,3,2,59,0
1,52,8,572,64,2,0,1,40,10
2,71,9,232,185,2,2,1,45,8
2,86,2,327,35,1,1,1,44,6
1,1,6,557,173,1,1,2,85,10
2,95,9,456,101,1,3,1,76,5
1,22,4,344,92,2,5,1,48,3
1,32,10,968,40,2,3,1,1,8
2,74,5,719,81,2,1,2,43,2
2,19,8,837,113,1,2,1,50,2
2,68,10,386,10,2,0,1,4,1
2,86,6,572,54,2,5,1,0,6
2,79,4,743,56,2,4,1,45,5
1,51,4,440,56,1,0,2,98,1
2,10,5,660,166,2,0,2,6,7
2,48,6,390,147,2,2,1,92,2
2,23,2,872,98,2,1,2,27,9
1,8,4,664,151,1,2,1,41,8
1,90,5,513,24,2,0,1,5,4
2,70,3,948,102,1,1,1,23,10
1,15,2,897,132,2,1,2,100,5
2,62,5,953,177,1,0,1,64,0
2,94,1,701,45,2,0,1,47,0
2,50,2,15,55,1,4,1,54,4
1,96,4,319,21,1,1,2,20,1
1,2,5,470,0,2,2,1,0,9
2,40,8,459,118,2,5,2,11,6
2,72,6,840,91,2,5,1,2,9
2,77,10,768,57,2,3,1,99,8
1,10,4,136,141,2,5,2,93,9
2,76,2,272,30,1,3,1,93,8
2,50,10,988,131,2,0,1,101,3
1,23,6,274,154,2,1,1,96,3
2,97,9,41,43,2,5,2,69,10
1,33,4,919,60,2,3,1,14,10
2,89,4,784,12,1,4,1,98,8
1,37,3,256,153,1,4,2,100,3
2,47,9,691,193,2,5,2,94,5
2,5,8,532,110,1,3,2,94,2
1,95,7,358,5,2,4,1,103,2
2,82,10,150,177,1,4,2,98,4
2,70,9,59,129,2,5,2,86,2
2,92,10,982,24,2,1,2,26,4
1,67,1,947,90,2,0,2,55,7
1,47,2,535,22,1,4,2,33,5
1,14,5,460,0,1,1,1,18,6
2,97,0,673,120,2,3,1,3,1
1,77,2,923,174,1,5,1,61,6
1,84,9,922,197,2,1,1,39,1
2,46,8,455,153,1,3,1,18,5
1,47,3,759,86,1,5,2,82,0
2,100,10,84,184,2,5,1,68,1
1,3,0,460,51,2,5,2,34,7
1,6,0,121,75,2,5,2,62,2
2,93,8,907,133,2,4,1,46,3
1,0,7,723,200,2,5,2,39,7
1,88,2,75,26,1,0,2,37,1
1,56,7,541,13,2,5,1,97,8
1,21,7,761,155,1,3,2,20,2
1,8,1,765,128,1,5,2,45,8
2,53,1,140,69,1,0,1,97,10
1,52,4,969,93,2,2,2,7,0
2,53,0,565,121,2,4,1,71,9
2,3,2,328,112,1,1,1,5,3
1,26,0,94,49,2,0,2,85,5
1,54,6,945,130,1,4,1,100,7
2,82,2,638,143,2,5,2,75,6
1,82,10,271,80,2,3,2,69,7
1,98,6,846,144,2,5,2,88,5
1,100,4,513,37,2,2,2,96,6
2,90,1,26,98,1,3,1,18,0
2,10,9,643,14,2,3,2,54,0
1,47,3,727,129,2,3,2,105,3
2,55,8,52,96,1,2,2,42,8
1,43,9,738,74,2,0,1,62,10
1,52,8,976,189,2,1,2,94,2
2,44,5,984,40,2,0,2,39,6
1,72,4,228,151,1,1,2,32,5
2,28,7,550,88,1,5,2,48,8
1,27,4,653,128,2,3,1,73,4
1,24,7,395,105,2,3,2,11,1
1,6,0,604,18,2,1,1,41,8
1,51,2,245,180,1,4,1,34,6
1,94,7,431,47,2,3,1,10,0
2,79,7,104,53,2,3,1,53,7
2,46,5,281,146,1,3,1,37,0
1,100,0,146,193,1,5,2,48,10
1,95,9,78,140,1,4,2,96,8
2,50,1,485,113,2,3,1,50,4
1,72,8,66,32,1,5,2,97,10
2,98,10,325,20,2,3,1,3,8
1,8,2,450,9,1,3,2,23,8
2,30,0,574,127,1,3,1,80,8
2,58,3,228,68,2,4,1,82,7
1,79,1,432,106,1,0,1,73,8
1,72,0,162,156,2,5,2,100,9
2,10,6,503,154,2,4,2,62,2
2,56,3,267,95,2,1,2,28,6
1,68,9,793,175,1,4,1,5,8
2,51,8,544,68,2,3,1,25,4
2,77,8,837,14,1,5,2,19,3
1,73,6,334,94,2,1,2,11,5
1,75,1,614,10,1,4,2,65,9
1,60,1,861,155,1,0,1,63,3
1,17,10,366,141,1,1,1,86,0
2,40,5,958,98,1,2,1,11,7
2,69,6,403,96,2,4,1,86,5
2,51,2,500,61,2,5,1,31,2
1,12,10,116,42,2,2,1,14,8
1,42,9,84,148,1,3,1,14,6
1,40,0,369,182,2,4,2,23,3
1,40,7,983,115,2,1,1,86,0
2,72,0,315,78,1,4,2,28,4
2,6,9,574,123,1,5,2,0,5
1,74,6,760,187,2,5,1,35,7
1,7,3,148,42,1,4,1,98,4
1,41,4,46,67,2,4,1,8,0
2,64,2,752,167,2,2,1,24,9
2,70,1,104,192,2,0,2,55,1
1,56,2,800,137,2,3,2,71,3
2,55,6,231,97,1,2,1,68,4
1,98,6,16,65,2,5,1,102,6
2,41,0,4,166,2,5,2,35,10
1,48,6,354,50,1,3,2,25,10
1,13,5,80,30,2,3,1,60,9
2,52,0,891,88,2,1,1,63,5
1,57,4,737,85,2,1,1,98,7
2,27,6,568,182,2,4,2,97,6
2,34,10,499,161,2,0,1,24,2
1,32,4,814,178,1,0,2,59,8
2,89,3,252,142,2,0,2,80,8
2,43,8,477,181,1,4,2,14,4
1,97,8,590,83,2,5,1,36,4
1,32,2,443,24,1,3,2,78,6
2,30,1,878,131,2,3,2,30,2
2,95,3,850,177,1,2,2,49,6
2,18,1,117,29,2,2,1,29,4
2,97,1,408,35,2,4,1,12,9
2,17,2,411,177,1,5,1,8,0
1,36,4,521,9,2,3,2,26,1
2,10,6,187,147,1,0,2,16,10
1,0,3,212,74,1,1,2,75,2
2,28,7,481,21,2,1,1,34,8
1,28,8,536,181,1,4,1,91,7
1,19,2,553,70,2,5,2,1,1
2,66,3,481,160,2,0,2,94,6
2,9,8,316,127,2,2,2,92,10
1,92,5,316,72,2,3,2,65,10
2,14,8,263,165,2,2,1,87,7
2,69,7,257,197,2,5,1,76,4
1,75,7,745,116,2,4,2,90,6
1,44,7,883,36,2,0,1,82,5
2,48,3,479,192,2,1,2,77,7
1,9,8,453,16,2,3,2,46,9
1,64,1,861,79,2,5,1,7,7
2,30,7,920,178,2,5,1,1,5
2,56,2,828,32,1,2,2,75,9
2,43,1,583,171,1,3,1,23,9
2,98,10,901,166,2,0,1,81,7
2,8,4,359,109,1,0,1,73,9
1,45,1,632,200,1,5,2,55,9
1,0,4,467,77,1,5,2,53,10
1,77,10,317,181,1,0,2,12,3
2,34,0,748,188,1,0,2,73,1
2,80,10,631,59,2,1,1,20,6
1,87,4,53,83,1,2,2,55,0
1,80,6,26,184,2,0,2,68,7
1,17,4,365,158,2,4,2,89,5
2,25,6,644,167,1,4,1,39,2
2,74,7,8,81,1,5,1,30,8
2,1,10,1000,93,1,4,1,52,5
2,88,8,395,97,2,4,2,28,3
2,29,2,736,184,2,5,2,63,6
1,31,9,730,112,1,2,1,71,3
1,66,8,213,62,2,1,1,72,0
1,27,2,415,186,2,0,1,80,0
2,46,5,823,72,2,3,1,62,9
2,66,1,598,14,1,3,1,7,3
2,85,10,222,136,2,5,1,8,2
1,21,9,598,79,1,5,1,31,2
2,84,1,722,31,2,2,2,93,6
1,80,1,697,115,1,0,1,100,1
2,21,7,436,44,2,0,1,49,6
1,43,6,668,99,2,3,1,63,5
2,100,8,738,167,1,3,2,34,4
2,41,4,713,148,1,5,1,91,9
1,21,0,164,174,1,4,1,98,2
1,81,4,653,193,1,1,1,88,9
2,7,9,686,113,2,3,2,98,2
1,32,8,569,108,2,1,2,69,1
2,65,10,241,72,1,3,1,25,9
2,30,7,176,136,1,4,2,8,1
2,8,1,297,141,2,1,2,58,2
2,31,7,428,6,2,3,1,22,5
1,28,6,899,64,1,0,2,46,3
2,90,5,382,167,1,2,1,11,10
1,17,7,109,101,1,3,2,102,3
1,23,9,603,123,1,4,1,3,7
2,48,10,918,184,2,3,1,27,7
2,59,7,385,40,1,1,1,77,5
1,46,7,451,138,1,1,1,27,5
2,17,4,745,140,1,2,2,13,6
2,70,8,120,58,2,0,2,57,3
2,28,7,772,67,1,2,1,97,8
2,67,8,284,32,2,3,2,91,2
2,57,3,610,33,2,4,1,95,0
2,45,4,178,47,1,4,2,37,1
2,54,8,838,37,1,5,1,11,10
1,83,4,639,119,1,0,2,40,0
2,15,10,635,110,2,3,1,37,5
1,21,6,898,3,2,1,2,102,1
2,44,9,233,171,1,5,2,26,2
2,75,0,997,21,2,5,1,3,1
2,53,0,356,144,2,2,1,81,1
1,1,6,582,10,2,4,1,14,2
1,49,1,394,1,1,4,2,25,3
1,42,8,372,193,1,2,1,37,8
1,74,4,329,64,2,4,1,66,8
1,61,1,622,12,2,1,1,1,6
1,75,3,282,76,2,2,1,93,6
1,23,7,890,63,2,0,2,70,5
1,24,9,515,158,2,1,2,37,10
2,80,0,818,160,1,0,1,48,1
2,14,7,798,186,2,2,1,22,6
1,69,1,118,132,1,5,1,29,6
1,7,0,306,145,1,2,1,38,0
1,100,7,401,66,2,5,1,12,8
1,33,10,628,97,1,4,2,64,2
2,66,0,910,196,2,0,2,60,2
2,56,2,894,130,1,3,1,24,7
2,1,0,61,104,1,0,2,104,2
2,4,2,296,152,1,5,2,23,10
1,24,4,205,82,2,4,2,57,3
1,39,10,993,23,1,1,2,30,7
1,86,6,355,146,2,0,2,28,3
1,14,9,787,31,2,1,2,39,10
1,34,3,723,95,1,5,1,97,6
1,58,6,989,1,2,3,2,87,3
2,81,0,401,29,1,3,2,79,4
2,15,2,178,95,2,3,2,56,7
2,66,6,286,200,2,1,2,6,7
1,65,0,651,61,1,1,2,2,5
1,51,7,814,41,1,5,2,86,5
2,2,3,999,95,2,0,2,1,7
2,100,3,353,193,2,4,1,47,1
1,89,6,735,124,2,3,1,30,2
2,32,4,315,21,1,5,1,88,10
2,3,8,426,92,1,3,2,15,8
2,81,9,766,69,2,4,2,103,8
1,73,4,537,87,2,0,1,105,10
1,17,7,108,174,2,1,2,24,8
2,25,1,702,146,1,5,1,82,8
1,15,5,803,188,2,4,1,67,3
2,79,10,233,49,2,0,2,41,2
1,9,8,402,123,1,4,1,87,10
2,39,1,250,108,1,1,1,41,8
1,4,6,953,12,2,4,2,89,10
2,13,1,522,11,2,5,1,61,6
1,7,6,662,62,2,5,2,34,9
1,5,2,181,107,2,3,2,9,10
1,17,4,779,81,1,1,2,44,7
1,42,6,361,122,1,3,2,39,10
2,71,10,132,144,1,1,2,39,3
1,11,0,839,71,2,2,1,12,8
2,80,7,537,100,2,4,1,48,7
1,86,2,385,4,1,2,2,64,7
2,1,9,652,14,1,4,1,76,1
1,43,5,586,148,2,3,1,28,3
1,30,6,147,135,1,0,1,104,5
2,1,2,322,160,1,1,1,12,2
1,86,4,477,31,1,2,2,90,1
2,51,9,970,2,1,3,2,21,2
2,54,7,356,36,2,5,2,104,0
1,13,4,790,91,2,5,1,63,9
2,99,3,161,116,1,5,2,34,6
2,6,3,577,27,2,1,1,27,10
1,28,4,544,184,1,2,1,21,9
2,99,8,81,196,2,3,2,59,3
2,31,9,181,108,1,1,1,98,4
1,100,3,559,46,2,1,2,91,4
2,40,9,370,132,1,3,1,62,0
2,69,10,866,7,1,2,2,71,2
1,65,3,584,119,1,0,2,4,3
1,27,3,303,187,2,0,1,27,5
2,98,2,928,126,1,1,2,25,0
2,60,5,748,149,1,4,1,13,5
1,21,9,770,98,1,2,2,18,4
2,55,8,209,126,2,0,1,17,3
2,30,10,149,118,2,0,2,29,10
2,11,9,943,64,1,5,2,67,10
1,74,6,367,22,2,5,2,19,6
1,92,5,471,14,2,3,1,37,6
1,32,9,227,104,1,4,2,101,2
1,70,4,919,24,2,5,1,86,9
1,55,0,758,178,2,2,1,44,5
1,81,1,217,26,1,5,1,46,9
1,30,9,21,71,2,1,2,48,8
1,38,1,606,95,2,1,1,35,6
1,31,9,999,128,1,5,1,103,10
1,69,4,591,78,2,0,1,32,10
2,83,8,749,9,1,4,1,103,0
2,78,7,271,191,1,4,2,10,2
2,38,8,215,117,2,0,1,10,8
1,49,4,339,55,2,0,1,19,7
1,7,2,434,180,2,2,1,39,2
1,54,6,55,20,1,1,1,97,6
1,74,8,494,60,1,1,1,69,7
1,93,4,762,22,2,2,2,51,5
1,94,2,590,79,1,1,2,86,8
2,38,0,180,24,1,0,2,52,6
2,28,2,944,138,1,4,1,47,4
1,67,9,536,111,1,1,1,86,10
2,0,6,689,63,1,4,2,21,5
1,5,1,651,187,2,2,2,51,3
1,23,3,534,32,1,1,2,42,7
2,47,4,574,125,2,5,2,82,8
2,7,9,616,88,1,5,2,71,7
1,18,7,185,169,2,4,2,46,3
1,9,10,889,30,1,0,2,57,8
1,81,8,581,6,1,1,2,94,9
2,98,5,605,69,2,4,2,74,2
2,32,3,891,126,2,1,2,62,1
1,80,6,324,147,2,1,2,69,2
1,93,7,857,42,2,3,2,80,0
1,72,2,684,18,2,2,2,66,1
1,15,3,281,200,1,2,1,5,2
1,11,5,689,136,2,5,1,72,3
1,94,1,971,107,1,5,2,33,0
2,61,3,108,30,2,3,2,36,3
2,89,9,144,152,1,5,2,51,5
2,23,4,623,40,2,5,1,17,7
